subject	runNr	blockCntr	isPositive	isReward	target	groupCount	answer
226	2	8	0	0	VLPFC	1	30
226	2	8	1	0	VLPFC	2	35
226	2	10	1	0	RTPJ	3	33.3333333333333
226	2	12	0	0	RTPJ	1	30
226	2	12	1	0	RTPJ	2	25
226	2	14	0	1	RTPJ	2	25
226	2	14	1	1	RTPJ	1	50
226	2	16	0	0	VLPFC	2	35
226	2	16	1	0	VLPFC	1	40
226	3	2	0	1	VLPFC	2	35
226	3	2	1	1	VLPFC	1	50
226	3	4	0	1	RTPJ	1	40
226	3	4	1	1	RTPJ	2	45
226	3	6	0	0	VLPFC	2	30
226	3	6	1	0	VLPFC	1	40
226	3	8	0	0	VLPFC	1	40
226	3	8	1	0	VLPFC	2	40
226	3	10	0	0	RTPJ	1	20
226	3	10	1	0	RTPJ	2	40
226	3	12	0	1	RTPJ	1	40
226	3	12	1	1	RTPJ	2	45
226	3	14	0	0	RTPJ	1	20
226	3	14	1	0	RTPJ	2	30
226	3	16	0	1	VLPFC	2	15
226	3	16	1	1	VLPFC	1	50
227	1	2	0	0	RTPJ	1	20
227	1	2	1	0	RTPJ	2	40
227	1	4	0	0	VLPFC	2	20
227	1	4	1	0	VLPFC	1	40
227	1	6	0	1	RTPJ	2	30
227	1	6	1	1	RTPJ	1	30
227	1	8	1	0	RTPJ	3	40
227	1	10	0	1	RTPJ	1	30
227	1	10	1	1	RTPJ	2	30
227	1	12	0	0	VLPFC	1	20
227	1	12	1	0	VLPFC	2	30
227	1	14	0	1	VLPFC	1	10
227	1	14	1	1	VLPFC	2	30
227	1	16	0	1	VLPFC	3	26.6666666666667
227	2	2	0	1	RTPJ	2	25
227	2	2	1	1	RTPJ	1	30
227	2	4	0	1	VLPFC	2	20
227	2	4	1	1	VLPFC	1	30
227	2	6	0	0	VLPFC	2	20
227	2	6	1	0	VLPFC	1	30
227	2	8	0	0	VLPFC	2	25
227	2	8	1	0	VLPFC	1	30
227	2	10	0	1	RTPJ	1	30
227	2	10	1	1	RTPJ	2	25
227	2	12	0	0	RTPJ	1	30
227	2	12	1	0	RTPJ	2	30
227	2	14	0	0	RTPJ	3	13.3333333333333
227	2	16	0	1	VLPFC	1	10
227	2	16	1	1	VLPFC	2	25
227	3	2	0	0	RTPJ	1	20
227	3	2	1	0	RTPJ	2	25
227	3	4	0	1	RTPJ	3	16.6666666666667
227	3	6	0	0	VLPFC	2	25
227	3	6	1	0	VLPFC	1	30
227	3	8	0	0	VLPFC	1	10
227	3	8	1	0	VLPFC	2	20
227	3	10	0	1	VLPFC	2	30
227	3	10	1	1	VLPFC	1	30
227	3	12	0	1	VLPFC	2	10
227	3	12	1	1	VLPFC	1	30
227	3	14	0	0	RTPJ	1	20
227	3	14	1	0	RTPJ	2	30
227	3	16	0	1	RTPJ	1	20
227	3	16	1	1	RTPJ	2	30
228	1	2	0	1	VLPFC	1	20
228	1	2	1	1	VLPFC	2	50
228	1	4	0	0	RTPJ	1	20
228	1	4	1	0	RTPJ	2	50
228	1	6	0	1	RTPJ	2	20
228	1	6	1	1	RTPJ	1	40
228	1	8	0	1	VLPFC	1	20
228	1	8	1	1	VLPFC	2	50
228	1	10	0	0	RTPJ	2	10
228	1	10	1	0	RTPJ	1	30
228	1	12	1	1	RTPJ	3	46.6666666666667
228	1	14	0	0	VLPFC	3	20
228	1	16	0	0	VLPFC	3	16.6666666666667
228	2	2	1	1	VLPFC	3	50
228	2	4	1	0	VLPFC	3	50
228	2	6	0	1	RTPJ	3	20
228	2	8	1	0	VLPFC	3	50
228	2	10	0	1	RTPJ	1	30
228	2	10	1	1	RTPJ	2	50
228	2	12	0	1	VLPFC	1	10
228	2	12	1	1	VLPFC	2	45
228	2	14	0	0	RTPJ	2	15
228	2	14	1	0	RTPJ	1	50
228	2	16	0	0	RTPJ	1	10
228	2	16	1	0	RTPJ	2	50
228	3	2	0	0	VLPFC	2	10
228	3	2	1	0	VLPFC	1	50
228	3	4	1	1	VLPFC	3	50
228	3	6	0	0	VLPFC	1	10
228	3	6	1	0	VLPFC	2	50
228	3	8	0	1	VLPFC	1	10
228	3	8	1	1	VLPFC	2	50
228	3	10	0	1	RTPJ	2	20
228	3	10	1	1	RTPJ	1	50
228	3	12	0	1	RTPJ	2	10
228	3	12	1	1	RTPJ	1	40
228	3	14	1	0	RTPJ	3	50
228	3	16	0	0	RTPJ	2	10
228	3	16	1	0	RTPJ	1	50
230	1	2	1	0	VLPFC	3	33.3333333333333
230	1	4	1	1	VLPFC	3	40
230	1	6	0	1	RTPJ	2	20
230	1	6	1	1	RTPJ	1	30
230	1	8	0	1	RTPJ	1	10
230	1	8	1	1	RTPJ	2	35
230	1	10	0	0	RTPJ	1	40
230	1	10	1	0	RTPJ	2	35
230	1	12	0	1	VLPFC	1	10
230	1	12	1	1	VLPFC	2	45
230	1	14	0	0	RTPJ	1	10
230	1	14	1	0	RTPJ	2	40
230	1	16	0	0	VLPFC	2	40
230	1	16	1	0	VLPFC	1	20
230	2	2	0	0	RTPJ	2	40
230	2	2	1	0	RTPJ	1	30
230	2	4	0	1	VLPFC	2	15
230	2	4	1	1	VLPFC	1	40
230	2	6	0	0	VLPFC	3	33.3333333333333
230	2	8	0	0	VLPFC	1	50
230	2	8	1	0	VLPFC	2	35
230	2	10	0	1	RTPJ	3	20
230	2	12	0	1	RTPJ	1	20
230	2	12	1	1	RTPJ	2	40
230	2	14	0	0	RTPJ	2	40
230	2	14	1	0	RTPJ	1	30
230	2	16	0	1	VLPFC	1	30
230	2	16	1	1	VLPFC	2	40
230	3	2	1	1	VLPFC	3	30
230	3	4	0	1	RTPJ	2	20
230	3	4	1	1	RTPJ	1	40
230	3	6	0	0	RTPJ	1	30
230	3	6	1	0	RTPJ	2	20
230	3	8	0	0	RTPJ	2	40
230	3	8	1	0	RTPJ	1	30
230	3	10	0	1	VLPFC	1	40
230	3	10	1	1	VLPFC	2	35
230	3	12	1	0	VLPFC	3	23.3333333333333
230	3	14	1	0	VLPFC	3	26.6666666666667
230	3	16	0	1	RTPJ	3	16.6666666666667
231	1	2	0	0	RTPJ	1	10
231	1	2	1	0	RTPJ	2	30
231	1	4	0	0	VLPFC	2	15
231	1	4	1	0	VLPFC	1	10
231	1	6	0	1	VLPFC	1	10
231	1	6	1	1	VLPFC	2	35
231	1	8	0	1	RTPJ	1	10
231	1	8	1	1	RTPJ	2	40
231	1	10	1	0	VLPFC	3	30
231	1	12	1	1	VLPFC	3	36.6666666666667
231	1	14	0	1	RTPJ	2	10
231	1	14	1	1	RTPJ	1	30
231	1	16	0	0	RTPJ	2	15
231	1	16	1	0	RTPJ	1	30
231	2	2	0	0	VLPFC	1	10
231	2	2	1	0	VLPFC	2	30
231	2	4	1	1	RTPJ	3	36.6666666666667
231	2	6	0	1	RTPJ	3	13.3333333333333
231	2	8	0	0	RTPJ	1	10
231	2	8	1	0	RTPJ	2	25
231	2	10	0	1	VLPFC	2	10
231	2	10	1	1	VLPFC	1	40
231	2	12	0	0	RTPJ	1	10
231	2	12	1	0	RTPJ	2	20
231	2	14	0	0	VLPFC	1	10
231	2	14	1	0	VLPFC	2	30
231	2	16	0	1	VLPFC	2	10
231	2	16	1	1	VLPFC	1	50
231	3	2	0	1	RTPJ	1	10
231	3	2	1	1	RTPJ	2	25
231	3	4	0	0	VLPFC	2	10
231	3	4	1	0	VLPFC	1	30
231	3	6	0	1	VLPFC	2	10
231	3	6	1	1	VLPFC	1	10
231	3	8	0	0	VLPFC	3	10
231	3	10	0	1	VLPFC	3	16.6666666666667
231	3	12	0	0	RTPJ	1	10
231	3	12	1	0	RTPJ	2	25
231	3	14	0	0	RTPJ	3	13.3333333333333
231	3	16	0	1	RTPJ	2	15
231	3	16	1	1	RTPJ	1	30
232	1	2	0	1	RTPJ	1	20
232	1	2	1	1	RTPJ	2	35
232	1	4	0	0	VLPFC	3	13.3333333333333
232	1	6	0	1	VLPFC	2	25
232	1	6	1	1	VLPFC	1	40
232	1	8	0	1	RTPJ	2	10
232	1	8	1	1	RTPJ	1	50
232	1	10	0	1	VLPFC	2	15
232	1	10	1	1	VLPFC	1	50
232	1	12	0	0	RTPJ	1	20
232	1	12	1	0	RTPJ	2	35
232	1	14	0	0	VLPFC	2	30
232	1	14	1	0	VLPFC	1	30
232	1	16	0	0	RTPJ	1	30
232	1	16	1	0	RTPJ	2	40
232	2	2	0	0	RTPJ	2	30
232	2	2	1	0	RTPJ	1	20
232	2	4	0	1	RTPJ	2	10
232	2	4	1	1	RTPJ	1	40
232	2	6	0	1	VLPFC	3	23.3333333333333
232	2	8	0	1	VLPFC	2	20
232	2	8	1	1	VLPFC	1	50
232	2	10	0	0	RTPJ	3	26.6666666666667
232	2	12	0	0	VLPFC	2	15
232	2	12	1	0	VLPFC	1	30
232	2	14	0	0	VLPFC	3	20
232	2	16	0	1	RTPJ	1	10
232	2	16	1	1	RTPJ	2	35
232	4	2	0	0	RTPJ	3	20
232	4	4	0	0	VLPFC	1	10
232	4	4	1	0	VLPFC	2	40
232	4	6	0	1	VLPFC	2	15
232	4	6	1	1	VLPFC	1	30
232	4	8	0	0	VLPFC	3	13.3333333333333
232	4	10	0	0	RTPJ	3	13.3333333333333
232	4	12	0	1	VLPFC	1	10
232	4	12	1	1	VLPFC	2	25
232	4	14	0	1	RTPJ	3	13.3333333333333
232	4	16	0	1	RTPJ	2	10
232	4	16	1	1	RTPJ	1	30
233	1	2	1	1	RTPJ	3	30
233	1	4	0	1	VLPFC	2	10
233	1	4	1	1	VLPFC	1	30
233	1	6	1	0	VLPFC	3	23.3333333333333
233	1	8	0	0	RTPJ	2	15
233	1	8	1	0	RTPJ	1	20
233	1	10	0	1	RTPJ	2	10
233	1	10	1	1	RTPJ	1	30
233	1	12	0	0	VLPFC	2	10
233	1	12	1	0	VLPFC	1	30
233	1	14	0	0	RTPJ	2	15
233	1	14	1	0	RTPJ	1	10
233	1	16	0	1	VLPFC	1	10
233	1	16	1	1	VLPFC	2	35
233	2	2	0	0	VLPFC	2	10
233	2	2	1	0	VLPFC	1	40
233	2	4	0	1	RTPJ	2	10
233	2	4	1	1	RTPJ	1	30
233	2	6	0	0	RTPJ	2	10
233	2	6	1	0	RTPJ	1	40
233	2	8	0	1	RTPJ	2	10
233	2	8	1	1	RTPJ	1	10
233	2	10	0	0	VLPFC	2	10
233	2	10	1	0	VLPFC	1	20
233	2	12	0	1	VLPFC	3	13.3333333333333
233	2	14	0	1	VLPFC	1	10
233	2	14	1	1	VLPFC	2	30
233	2	16	0	0	RTPJ	1	10
233	2	16	1	0	RTPJ	2	40
234	1	2	0	0	RTPJ	1	30
234	1	2	1	0	RTPJ	2	40
234	1	4	0	0	RTPJ	1	30
234	1	4	1	0	RTPJ	2	25
234	1	6	0	1	RTPJ	2	25
234	1	6	1	1	RTPJ	1	20
234	1	8	0	0	VLPFC	2	20
234	1	8	1	0	VLPFC	1	10
234	1	10	0	1	VLPFC	2	20
234	1	10	1	1	VLPFC	1	40
234	1	12	0	0	VLPFC	2	30
234	1	12	1	0	VLPFC	1	30
234	1	14	0	1	RTPJ	3	23.3333333333333
234	1	16	0	1	VLPFC	2	25
234	1	16	1	1	VLPFC	1	40
234	2	2	0	0	RTPJ	3	26.6666666666667
234	2	4	0	1	VLPFC	2	10
234	2	4	1	1	VLPFC	1	40
234	2	6	0	0	VLPFC	2	25
234	2	6	1	0	VLPFC	1	40
234	2	8	0	1	RTPJ	2	25
234	2	8	1	1	RTPJ	1	40
234	2	10	0	1	VLPFC	2	20
234	2	10	1	1	VLPFC	1	40
234	2	12	0	0	VLPFC	2	20
234	2	12	1	0	VLPFC	1	30
234	2	14	0	1	RTPJ	1	30
234	2	14	1	1	RTPJ	2	35
234	2	16	0	0	RTPJ	1	30
234	2	16	1	0	RTPJ	2	40
234	3	2	0	1	RTPJ	1	20
234	3	2	1	1	RTPJ	2	35
234	3	4	0	1	RTPJ	2	25
234	3	4	1	1	RTPJ	1	50
234	3	6	0	0	VLPFC	2	30
234	3	6	1	0	VLPFC	1	40
234	3	8	0	0	VLPFC	1	30
234	3	8	1	0	VLPFC	2	35
234	3	10	0	1	VLPFC	2	30
234	3	10	1	1	VLPFC	1	40
234	3	12	0	1	VLPFC	1	30
234	3	12	1	1	VLPFC	2	40
234	3	14	0	0	RTPJ	2	30
234	3	14	1	0	RTPJ	1	40
234	3	16	0	0	RTPJ	1	20
234	3	16	1	0	RTPJ	2	35
235	1	2	1	0	VLPFC	3	33.3333333333333
235	1	4	0	0	VLPFC	1	20
235	1	4	1	0	VLPFC	2	35
235	1	6	0	0	RTPJ	2	30
235	1	6	1	0	RTPJ	1	40
235	1	8	0	0	RTPJ	1	30
235	1	8	1	0	RTPJ	2	40
235	1	10	1	1	VLPFC	3	30
235	1	12	0	1	VLPFC	1	20
235	1	12	1	1	VLPFC	2	40
235	1	14	1	1	RTPJ	3	36.6666666666667
235	1	16	0	1	RTPJ	1	30
235	1	16	1	1	RTPJ	2	35
235	2	2	0	1	RTPJ	1	20
235	2	2	1	1	RTPJ	2	35
235	2	4	0	1	RTPJ	1	20
235	2	4	1	1	RTPJ	2	35
235	2	6	0	1	VLPFC	1	20
235	2	6	1	1	VLPFC	2	40
235	2	8	0	0	VLPFC	1	30
235	2	8	1	0	VLPFC	2	35
235	2	10	0	0	RTPJ	2	30
235	2	10	1	0	RTPJ	1	30
235	2	12	0	0	VLPFC	2	15
235	2	12	1	0	VLPFC	1	40
235	2	14	1	1	VLPFC	3	33.3333333333333
235	2	16	0	0	RTPJ	2	20
235	2	16	1	0	RTPJ	1	30
235	3	2	0	1	VLPFC	1	20
235	3	2	1	1	VLPFC	2	35
235	3	4	1	0	VLPFC	3	33.3333333333333
235	3	6	1	1	VLPFC	3	36.6666666666667
235	3	8	0	0	RTPJ	2	25
235	3	8	1	0	RTPJ	1	30
235	3	10	0	0	VLPFC	3	20
235	3	12	0	0	RTPJ	2	20
235	3	12	1	0	RTPJ	1	40
235	3	14	0	1	RTPJ	1	20
235	3	14	1	1	RTPJ	2	40
235	3	16	0	1	RTPJ	3	10
236	1	2	0	0	VLPFC	3	10
236	1	4	0	1	RTPJ	2	10
236	1	4	1	1	RTPJ	1	10
236	1	6	0	0	RTPJ	2	10
236	1	6	1	0	RTPJ	1	10
236	1	8	0	1	RTPJ	3	10
236	1	10	1	0	RTPJ	3	10
236	1	12	0	0	VLPFC	2	15
236	1	12	1	0	VLPFC	1	10
236	1	14	0	1	VLPFC	2	10
236	1	14	1	1	VLPFC	1	10
236	1	16	0	1	VLPFC	1	20
236	1	16	1	1	VLPFC	2	10
236	2	2	0	1	RTPJ	3	13.3333333333333
236	2	4	0	0	VLPFC	1	20
236	2	4	1	0	VLPFC	2	20
236	2	6	0	1	VLPFC	1	10
236	2	6	1	1	VLPFC	2	15
236	2	8	0	0	VLPFC	1	20
236	2	8	1	0	VLPFC	2	10
236	2	10	1	0	RTPJ	3	10
236	2	12	0	1	VLPFC	1	10
236	2	12	1	1	VLPFC	2	15
236	2	14	0	1	RTPJ	2	10
236	2	14	1	1	RTPJ	1	20
236	2	16	0	0	RTPJ	2	10
236	2	16	1	0	RTPJ	1	10
236	3	2	1	1	RTPJ	3	10
236	3	4	0	1	VLPFC	1	10
236	3	4	1	1	VLPFC	2	10
236	3	6	0	1	VLPFC	1	10
236	3	6	1	1	VLPFC	2	15
236	3	8	0	0	VLPFC	2	10
236	3	8	1	0	VLPFC	1	30
236	3	10	0	0	RTPJ	1	20
236	3	10	1	0	RTPJ	2	10
236	3	12	0	0	RTPJ	1	20
236	3	12	1	0	RTPJ	2	10
236	3	14	0	1	RTPJ	3	13.3333333333333
236	3	16	0	0	VLPFC	2	15
236	3	16	1	0	VLPFC	1	20
237	1	2	0	1	VLPFC	1	20
237	1	2	1	1	VLPFC	2	20
237	1	4	0	1	VLPFC	1	10
237	1	4	1	1	VLPFC	2	25
237	1	6	0	0	RTPJ	1	10
237	1	6	1	0	RTPJ	2	15
237	1	8	0	0	RTPJ	1	10
237	1	8	1	0	RTPJ	2	30
237	1	10	0	0	VLPFC	2	10
237	1	10	1	0	VLPFC	1	20
237	1	12	1	0	VLPFC	3	26.6666666666667
237	1	14	0	1	RTPJ	2	10
237	1	14	1	1	RTPJ	1	30
237	1	16	0	1	RTPJ	1	10
237	1	16	1	1	RTPJ	2	15
237	2	2	0	0	RTPJ	1	10
237	2	2	1	0	RTPJ	2	25
237	2	4	0	0	RTPJ	2	10
237	2	4	1	0	RTPJ	1	20
237	2	6	0	0	VLPFC	2	10
237	2	6	1	0	VLPFC	1	20
237	2	8	0	1	VLPFC	1	10
237	2	8	1	1	VLPFC	2	15
237	2	10	0	0	VLPFC	1	10
237	2	10	1	0	VLPFC	2	25
237	2	12	1	1	VLPFC	3	20
237	2	14	0	1	RTPJ	2	10
237	2	14	1	1	RTPJ	1	20
237	2	16	0	1	RTPJ	2	10
237	2	16	1	1	RTPJ	1	20
237	3	2	1	1	RTPJ	3	23.3333333333333
237	3	4	0	1	VLPFC	3	10
237	3	6	0	0	VLPFC	1	10
237	3	6	1	0	VLPFC	2	20
237	3	8	0	0	VLPFC	1	20
237	3	8	1	0	VLPFC	2	20
237	3	10	0	0	RTPJ	2	10
237	3	10	1	0	RTPJ	1	10
237	3	12	0	0	RTPJ	3	10
237	3	14	0	1	VLPFC	2	10
237	3	14	1	1	VLPFC	1	30
237	3	16	0	1	RTPJ	2	10
237	3	16	1	1	RTPJ	1	30
